cliques,network_int,connections,conversations,prototypes,dimensions,adaptiveness,degrade,starting_distance_network,network_distance,clique_1_distance,clique_2_distance,clique_3_distance
3.0,156.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4452139147768803,0.7190812237793593,0.5926495703110762,0.5842749726389185,0.6277972067566292
3.0,157.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4040239243490897,0.7351065047307623,0.6409960398440632,0.6206779702759085,0.6160724157249267
3.0,158.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3208226514600394,0.7547123321863838,0.6269484482564854,0.6120639214592246,0.5815782475759513
3.0,159.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3970658156205302,0.742243846701393,0.6310402220367354,0.6116608636644677,0.5836691248844288
3.0,160.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.337039675718948,0.7512147356340646,0.6266480828404496,0.6195471511097596,0.6183778708317735
3.0,161.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.388181987617335,0.7230206637139241,0.6348283070022995,0.6321588901311214,0.5787606219074573
3.0,162.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.412840811768452,0.7262620155472507,0.6104124744660913,0.6311453560527013,0.6006233192190334
3.0,163.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.376713349265868,0.7284555002820149,0.6299867634514157,0.5775325146071572,0.6194545144790727
3.0,164.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3553459239747925,0.7599986133685452,0.6275223696192008,0.5912000900064188,0.6442344806011444
3.0,165.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.388334664601069,0.7170491144291598,0.5899892199781471,0.6441196432020794,0.5885146038977521
3.0,166.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.411120994969768,0.7170671131187688,0.5966044804104086,0.609667903658811,0.5940616429532292
3.0,167.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3577857333333188,0.7142257034962225,0.6125184963635997,0.6109806113130581,0.6473218594305159
3.0,168.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4600953203968277,0.7099544096411793,0.6146444490403279,0.6178647004979441,0.6108820919267457
3.0,169.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.40386480800411,0.7184277166970562,0.6043418445699693,0.5901958922818074,0.5867160887846319
3.0,170.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3030232633643952,0.7308820210065287,0.6016942279918974,0.5945734757182715,0.5914735013866126
3.0,171.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.454883793410173,0.7387400055926773,0.592802262818169,0.6183102285220384,0.6299141078988153
3.0,172.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.41756247486649,0.6863163910938702,0.5856288504806886,0.6031820883734064,0.5846505503711728
3.0,173.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4573045791969657,0.7282252341391873,0.6267270331323601,0.6055138817039046,0.6134306575770839
3.0,174.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4347989496879334,0.7613649778610219,0.5988515530808354,0.6267875537893445,0.6168441545701592
3.0,175.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.419971290309561,0.7188566618408495,0.6025355193122381,0.5529712220895057,0.604855734507966
